2026-06-27T00:00:00Z,62,62,62,62,1
2026-06-28T00:00:00Z,65,65,65,65,1
2026-06-29T00:00:00Z,68,68,68,68,1
2026-06-30T00:00:00Z,72,72,72,72,1
